Node1,Node2
heard,5
5,mile
mile,away
colleague,belief
belief,582
582,million
million,entrepreneur
entrepreneur,world
colleague,belief
belief,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
colleague,belief
belief,marie
marie,curie
curie,person
person,two
two,nobel
nobel,prize
prize,different
different,science
colleague,belief
belief,snail
snail,sleep
sleep,three
three,year
colleague,belief
belief,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
colleague,belief
belief,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
colleague,belief
belief,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
colleague,hypothesis
hypothesis,fly
fly,individual
individual,jetpacks
jetpacks,2032
colleague,hypothesis
hypothesis,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
colleague,hypothesis
hypothesis,kite
kite,flying
flying,professional
professional,sport
sport,thailand
colleague,hypothesis
hypothesis,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
colleague,hypothesis
hypothesis,one
one,third
third,world
world,airport
airport,located
located,u
colleague,hypothesis
hypothesis,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
colleague,hypothesis
hypothesis,evidence
evidence,seymour
seymour,island
island,suggest
suggest,penguin
penguin,6
6,ft
ft,tall
colleague,hypothesis
hypothesis,baked
baked,bean
bean,actually
actually,baked
colleague,hypothesis
hypothesis,crocodile
crocodile,cannot
cannot,stick
stick,tongue
colleague,hypothesis
hypothesis,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
colleague,hypothesis
hypothesis,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
say,windshield
windshield,wiper
wiper,invented
invented,1905
say,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
say,adult
adult,cat
cat,meow
meow,human
say,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
say,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
say,astronaut
astronaut,grow
grow,much
much,two
two,inch
inch,space
say,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
say,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
say,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
say,bottled
bottled,water
water,expiration
expiration,date
say,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
say,sunset
sunset,blue
blue,mar
say,rain
rain,diamond
diamond,jupiter
jupiter,saturn
say,elephant
elephant,console
console,stressful
stressful,situation
say,snail
snail,sleep
sleep,three
three,year
say,j
j,letter
letter,appear
appear,periodic
periodic,table
table,element
say,apple
apple,seed
seed,contain
contain,cyanide
say,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
friend,tell
tell,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
friend,tell
tell,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
friend,tell
tell,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
friend,tell
tell,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
friend,tell
tell,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
friend,tell
tell,sound
sound,actually
actually,travel
travel,space
friend,tell
tell,million
million,tree
tree,estimated
estimated,planted
planted,squirrel
squirrel,forgot
forgot,buried
buried,nut
friend,tell
tell,microwave
microwave,oven
oven,accidental
accidental,invention
friend,tell
tell,netherlands
netherlands,home
home,population
population,tallest
tallest,human
human,earth
friend,tell
tell,cat
cat,taste
taste,sweet
sweet,flavor
friend,tell
tell,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
friend,say
say,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
friend,say
say,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
friend,say
say,halley
halley,comet
comet,seen
seen,2061
friend,say
say,star
star,universe
universe,grain
grain,sand
sand,earth
friend,say
say,rain
rain,diamond
diamond,jupiter
jupiter,saturn
friend,say
say,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
friend,say
say,birth
birth,baby
baby,panda
panda,smaller
smaller,mouse
friend,say
say,people
people,currently
currently,alive
alive,7
7,total
total,number
number,people
people,ever
ever,lived
friend,say
say,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
friend,say
say,largest
largest,recorded
recorded,snowflake
snowflake,15
15,inch
inch,wide
friend,say
say,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
willing,say
say,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
willing,say
say,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
willing,say
say,60
60,world
world,population
population,access
access,internet
willing,say
say,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
willing,say
say,would
would,take
take,258
258,earth
earth,day
day,drive
drive,around
around,one
one,saturn
saturn,ring
ring,speed
speed,75
75,mph
willing,say
say,jupiter
jupiter,moon
willing,say
say,snow
snow,metal
metal,rain
rain,acid
acid,venus
willing,say
say,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
willing,say
say,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
willing,say
say,evidence
evidence,seymour
seymour,island
island,suggest
suggest,penguin
penguin,6
6,ft
ft,tall
willing,say
say,bee
bee,fly
fly,higher
higher,mount
mount,everest
willing,say
say,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
willing,say
say,fit
fit,400
400,grapevine
grapevine,one
one,acre
acre,land
willing,wager
wager,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
willing,wager
wager,productive
productive,work
work,day
day,week
week,tuesday
willing,wager
wager,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
willing,wager
wager,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
willing,wager
wager,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
willing,wager
wager,j
j,letter
letter,appear
appear,periodic
periodic,table
table,element
willing,wager
wager,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
willing,wager
wager,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
willing,wager
wager,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
willing,wager
wager,lemur
lemur,previously
previously,size
size,gorilla
willing,wager
wager,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
willing,bet
bet,car
car,horn
horn,honk
honk,key
key,f
willing,bet
bet,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
willing,bet
bet,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
willing,bet
bet,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
willing,bet
bet,baby
baby,octopus
octopus,size
size,flea
friend,willing
willing,say
say,productive
productive,work
work,day
day,week
week,tuesday
friend,willing
willing,say
say,kite
kite,flying
flying,professional
professional,sport
sport,thailand
friend,willing
willing,say
say,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
friend,willing
willing,say
say,common
common,garden
garden,snail
snail,12
12,000
000,teeth
friend,willing
willing,say
say,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
friend,willing
willing,say
say,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
friend,willing
willing,say
say,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
friend,willing
willing,say
say,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
friend,willing
willing,wager
wager,drone
drone,delivery
delivery,already
already,happening
happening,become
become,common
common,2025
friend,willing
willing,wager
wager,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
friend,willing
willing,wager
wager,would
would,take
take,50
50,petabyte
petabyte,drive
drive,store
store,every
every,written
written,work
work,ever
ever,created
friend,willing
willing,wager
wager,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
friend,willing
willing,wager
wager,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
friend,willing
willing,bet
bet,dubai
dubai,island
island,created
created,human
friend,willing
willing,bet
bet,582
582,million
million,entrepreneur
entrepreneur,world
friend,willing
willing,bet
bet,average
average,user
user,spends
spends,40
40,day
day,internet
friend,willing
willing,bet
bet,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
friend,willing
willing,bet
bet,one
one,third
third,world
world,airport
airport,located
located,u
friend,willing
willing,bet
bet,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,willing
willing,bet
bet,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
friend,willing
willing,bet
bet,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
friend,willing
willing,bet
bet,dog
dog,understand
understand,250
250,hand
hand,gesture
gesture,word
friend,willing
willing,bet
bet,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
friend,willing
willing,bet
bet,heart
heart,beat
beat,100
100,000
000,time
time,day
friend,willing
willing,bet
bet,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
family,willing
willing,say
say,90
90,world
world,data
data,generated
generated,2019
family,willing
willing,say
say,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
family,willing
willing,say
say,one
one,third
third,world
world,airport
airport,located
located,u
family,willing
willing,say
say,hottest
hottest,planet
planet,solar
solar,system
system,venus
family,willing
willing,say
say,footprint
footprint,left
left,moon
moon,disappear
disappear,wind
family,willing
willing,say
say,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
family,willing
willing,say
say,applying
applying,equal
equal,amount
amount,pressure
pressure,total
total,surface
surface,area
area,egg
egg,prevent
prevent,breaking
family,willing
willing,say
say,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
family,willing
willing,wager
wager,canada
canada,lake
lake,world
family,willing
willing,wager
wager,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
family,willing
willing,wager
wager,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
family,willing
willing,wager
wager,adult
adult,cat
cat,meow
meow,human
family,willing
willing,wager
wager,brain
brain,fattiest
fattiest,organ
organ,body
family,willing
willing,wager
wager,blue
blue,whale
whale,heartbeat
heartbeat,heard
heard,two
two,mile
mile,away
family,willing
willing,wager
wager,child
child,born
born,le
le,frequently
frequently,saturday
family,willing
willing,wager
wager,20
20,power
power,outage
outage,u
u,due
due,squirrel
squirrel,chewing
chewing,line
family,willing
willing,wager
wager,fit
fit,400
400,grapevine
grapevine,one
one,acre
acre,land
family,willing
willing,bet
bet,human
human,live
live,mar
mar,2035
family,willing
willing,bet
bet,nucelear
nucelear,fission
fission,used
used,produce
produce,electricity
family,willing
willing,bet
bet,average
average,car
car,contains
contains,30000
30000,unique
unique,part
family,willing
willing,bet
bet,dolphin
dolphin,mammal
family,willing
willing,bet
bet,scottish
scottish,first
first,people
people,fry
fry,chicken
colleague,willing
willing,say
say,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
colleague,willing
willing,say
say,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
colleague,willing
willing,say
say,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
colleague,willing
willing,say
say,one
one,third
third,world
world,airport
airport,located
located,u
colleague,willing
willing,say
say,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
colleague,willing
willing,say
say,human
human,taste
taste,food
food,without
without,saliva
colleague,willing
willing,say
say,job
job,field
field,agriculture
agriculture,prevalent
prevalent,type
type,job
job,world
colleague,willing
willing,say
say,candle
candle,flame
flame,blue
blue,zero
zero,gravity
colleague,willing
willing,say
say,moon
moon,moving
moving,away
away,earth
colleague,willing
willing,wager
wager,microbe
microbe,sahara
sahara,desert
desert,help
help,feed
feed,amazon
amazon,rainforest
colleague,willing
willing,wager
wager,business
business,owned
owned,woman
woman,men
men,2045
colleague,willing
willing,wager
wager,average
average,car
car,contains
contains,30000
30000,unique
unique,part
colleague,willing
willing,wager
wager,dragonfly
dragonfly,see
see,direction
direction,time
colleague,willing
willing,wager
wager,sunset
sunset,blue
blue,mar
colleague,willing
willing,wager
wager,tree
tree,melbourne
melbourne,email
email,address
colleague,willing
willing,wager
wager,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
colleague,willing
willing,wager
wager,24
24,time
time,zone
zone,around
around,world
colleague,willing
willing,wager
wager,170
170,year
year,old
old,champagne
champagne,found
found,baltic
baltic,sea
colleague,willing
willing,wager
wager,elasticity
elasticity,rubber
rubber,band
band,last
last,much
much,longer
longer,refrigerated
colleague,willing
willing,wager
wager,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
colleague,willing
willing,wager
wager,earth
earth,hold
hold,11
11,quintillion
quintillion,pound
pound,air
colleague,willing
willing,wager
wager,china
china,world
world,largest
largest,silk
silk,producer
colleague,willing
willing,bet
bet,nucelear
nucelear,fission
fission,used
used,produce
produce,electricity
colleague,willing
willing,bet
bet,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
colleague,willing
willing,bet
bet,bangkok
bangkok,full
full,name
name,163
163,letter
colleague,willing
willing,bet
bet,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
colleague,willing
willing,bet
bet,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
colleague,willing
willing,bet
bet,average
average,user
user,spends
spends,40
40,day
day,internet
colleague,willing
willing,bet
bet,world
world,generates
generates,2
2,5
5,quintillion
quintillion,byte
byte,data
data,every
every,day
colleague,willing
willing,bet
bet,dolphin
dolphin,mammal
colleague,willing
willing,bet
bet,shark
shark,glow
glow,dark
colleague,willing
willing,bet
bet,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
colleague,willing
willing,bet
bet,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
colleague,willing
willing,bet
bet,netherlands
netherlands,home
home,population
population,tallest
tallest,human
human,earth
colleague,willing
willing,bet
bet,new
new,zealander
zealander,pet
pet,per
per,household
household,country
colleague,willing
willing,bet
bet,human
human,ear
ear,nose
nose,never
never,stop
stop,growing
colleague,willing
willing,bet
bet,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
colleague,willing
willing,bet
bet,fold
fold,chef
chef,hat
hat,represents
represents,number
number,way
way,someone
someone,cook
cook,egg
colleague,willing
willing,bet
bet,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
colleague,willing
willing,bet
bet,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
convinced,pluto
pluto,could
could,theoretically
theoretically,sustain
sustain,life
convinced,brain
brain,fattiest
fattiest,organ
organ,body
convinced,armadillo
armadillo,bulletproof
bulletproof,shell
convinced,espresso
espresso,maker
maker,sent
sent,space
convinced,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
convinced,man
man,set
set,record
record,putting
putting,260
260,shirt
friend,convinced
convinced,largest
largest,rock
rock,earth
earth,australia
friend,convinced
convinced,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
friend,convinced
convinced,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
friend,convinced
convinced,automotive
automotive,industry
industry,employ
employ,9
9,9
9,million
million,american
friend,convinced
convinced,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
friend,convinced
convinced,baked
baked,bean
bean,actually
actually,baked
friend,convinced
convinced,one
one,armed
armed,player
player,scored
scored,winning
winning,goal
goal,first
first,soccer
soccer,tournament
tournament,world
world,cup
cup,1930
friend,convinced
convinced,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
family,convinced
convinced,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
family,convinced
convinced,first
first,modern
modern,olympics
olympics,winner
winner,awarded
awarded,silver
silver,medal
family,convinced
convinced,pupil
pupil,goat
goat,rectangular
family,convinced
convinced,scottish
scottish,first
first,people
people,fry
fry,chicken
family,convinced
convinced,human
human,ear
ear,nose
nose,never
never,stop
stop,growing
family,convinced
convinced,job
job,field
field,agriculture
agriculture,prevalent
prevalent,type
type,job
job,world
family,convinced
convinced,6
6,000
000,specie
specie,grass
colleague,convinced
convinced,highest
highest,total
total,mileage
mileage,clocked
clocked,single
single,car
car,2850000
2850000,million
million,mile
colleague,convinced
convinced,snow
snow,metal
metal,rain
rain,acid
acid,venus
colleague,convinced
convinced,year
year,asteroid
asteroid,size
size,car
car,enters
enters,earth
earth,atmosphere
colleague,convinced
convinced,blue
blue,whale
whale,heartbeat
heartbeat,heard
heard,two
two,mile
mile,away
colleague,convinced
convinced,people
people,currently
currently,alive
alive,7
7,total
total,number
number,people
people,ever
ever,lived
colleague,convinced
convinced,black
black,cat
cat,good
good,luck
luck,britain
britain,japan
colleague,convinced
convinced,insect
insect,population
population,world
world,1
1,billion
billion,time
time,world
world,population
colleague,convinced
convinced,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
opinion,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
opinion,world
world,generates
generates,2
2,5
5,quintillion
quintillion,byte
byte,data
data,every
every,day
opinion,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
opinion,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
opinion,one
one,third
third,world
world,airport
airport,located
located,u
opinion,hottest
hottest,planet
planet,solar
solar,system
system,venus
opinion,day
day,mar
mar,length
length,earth
opinion,5
5,dwarf
dwarf,planet
planet,recognized
recognized,solar
solar,system
opinion,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
opinion,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
opinion,sea
sea,otter
otter,born
born,unable
unable,swim
opinion,frigate
frigate,bird
bird,sleep
sleep,flying
opinion,flossing
flossing,teeth
teeth,improves
improves,memory
opinion,around
around,50
50,mined
mined,gold
gold,earth
earth,come
come,one
one,source
opinion,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
opinion,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
opinion,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
opinion,first
first,glove
glove,used
used,american
american,sport
sport,baseball
baseball,fingerless
opinion,koala
koala,sleep
sleep,22
22,hour
hour,per
per,day
opinion,shark
shark,glow
glow,dark
opinion,child
child,world
world,born
born,thursday
opinion,human
human,likely
likely,weird
weird,scary
scary,dream
dream,sleeping
sleeping,stomach
opinion,average
average,american
american,spends
spends,time
time,totalling
totalling,2
2,5
5,day
day,annually
annually,looking
looking,lost
lost,item
