Node1,Node2
sentiment,roar
roar,lion
lion,heard
heard,5
5,mile
mile,away
family,sentiment
sentiment,baby
baby,octopus
octopus,size
size,flea
family,sentiment
sentiment,violin
violin,bow
bow,made
made,horsehair
family,sentiment
sentiment,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
family,sentiment
sentiment,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
family,sentiment
sentiment,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
family,sentiment
sentiment,shape
shape,26
26,side
side,known
known,rhombicuboctahedron
family,sentiment
sentiment,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
family,sentiment
sentiment,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
family,sentiment
sentiment,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
family,sentiment
sentiment,china
china,world
world,largest
largest,silk
silk,producer
family,sentiment
sentiment,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
family,position
position,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
family,position
position,dubai
dubai,island
island,created
created,human
family,position
position,largest
largest,rock
rock,earth
earth,australia
family,position
position,productive
productive,work
work,day
day,week
week,tuesday
family,position
position,rubik
rubik,cube
cube,best
best,selling
selling,product
product,time
family,position
position,metro
metro,st
st,petersburg
petersburg,average
average,depth
depth,hundred
hundred,meter
meter,deepest
deepest,metro
metro,world
family,position
position,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
family,position
position,business
business,owned
owned,woman
woman,men
men,2045
family,position
position,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
family,position
position,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
family,position
position,average
average,british
british,driver
driver,spend
spend,around
around,99
99,day
day,life
life,stuck
stuck,traffic
family,position
position,windshield
windshield,wiper
wiper,invented
invented,1905
family,position
position,first
first,electric
electric,vehicle
vehicle,created
created,1832
family,position
position,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
family,position
position,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
family,position
position,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
family,position
position,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
family,position
position,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
family,position
position,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
family,position
position,60
60,world
world,population
population,access
access,internet
family,position
position,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
family,position
position,average
average,user
user,spends
spends,40
40,day
day,internet
family,position
position,half
half,retail
retail,purchase
purchase,made
made,mobile
mobile,device
family,position
position,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
family,position
position,1920
1920,last
last,time
time,event
event,tug
tug,war
war,played
played,summer
summer,olympics
family,position
position,badminton
badminton,fastest
fastest,ball
ball,net
net,sport
sport,world
family,position
position,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
family,position
position,busiest
busiest,airport
airport,world
world,united
united,state
family,position
position,longest
longest,possible
possible,train
train,journey
journey,world
world,portugal
portugal,singapore
family,position
position,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
family,position
position,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
family,position
position,cheetah
cheetah,fastest
fastest,land
land,animal
animal,earth
family,position
position,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
family,position
position,shark
shark,glow
glow,dark
family,position
position,see
see,side
side,moon
family,position
position,would
would,take
take,258
258,earth
earth,day
day,drive
drive,around
around,one
one,saturn
saturn,ring
ring,speed
speed,75
75,mph
family,position
position,jupiter
jupiter,moon
family,position
position,snow
snow,metal
metal,rain
rain,acid
acid,venus
family,position
position,sunset
sunset,blue
blue,mar
family,position
position,halley
halley,comet
comet,seen
seen,2061
family,position
position,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
family,position
position,saturn
saturn,le
le,dense
dense,water
family,position
position,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
family,position
position,rain
rain,diamond
diamond,jupiter
jupiter,saturn
family,position
position,currently
currently,6
6,spacecraft
spacecraft,mar
family,position
position,astronaut
astronaut,grow
grow,much
much,two
two,inch
inch,space
family,position
position,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
family,position
position,new
new,parent
parent,lose
lose,around
around,750
750,hour
hour,sleep
sleep,first
first,year
year,first
first,child
child,life
family,position
position,pupil
pupil,goat
goat,rectangular
family,position
position,captive
captive,raven
raven,speak
speak,better
better,parrot
family,position
position,elephant
elephant,console
console,stressful
stressful,situation
family,position
position,tree
tree,melbourne
melbourne,email
email,address
family,position
position,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
family,position
position,sneezing
sneezing,traveling
traveling,60
60,mph
mph,make
make,close
close,eye
eye,50
50,foot
family,position
position,australia
australia,number
number,beach
beach,world
family,position
position,insect
insect,attracted
attracted,light
light,moon
family,position
position,full
full,jumbo
jumbo,jet
jet,tank
tank,enough
enough,fuel
fuel,drive
drive,car
car,around
around,world
world,four
four,time
family,position
position,human
human,taste
taste,food
food,without
without,saliva
family,position
position,may
may,22nd
22nd,least
least,common
common,birth
birth,date
family,position
position,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
family,position
position,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
family,position
position,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
family,position
position,single
single,lightning
lightning,bolt
bolt,enough
enough,energy
energy,toast
toast,100
100,000
000,slice
slice,bread
family,position
position,sweden
sweden,island
island,country
family,position
position,cow
cow,best
best,friend
friend,get
get,stressed
stressed,separated
family,position
position,one
one,type
type,parrot
parrot,kea
kea,parrot
parrot,laugh
laugh,together
together,good
good,mood
family,position
position,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
family,position
position,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
family,position
position,q
q,letter
letter,appear
appear,u
u,state
state,name
family,position
position,bee
bee,fly
fly,higher
higher,mount
mount,everest
family,position
position,espresso
espresso,maker
maker,sent
sent,space
family,position
position,buttermilk
buttermilk,contain
contain,butter
family,position
position,fewer
fewer,star
star,sky
sky,tree
tree,earth
family,position
position,human
human,physically
physically,cannot
cannot,hum
hum,holding
holding,nose
family,position
position,outerspace
outerspace,partly
partly,smell
smell,like
like,diesel
diesel,fuel
fuel,barbeque
family,position
position,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
family,position
position,bottled
bottled,water
water,expiration
expiration,date
family,position
position,driving
driving,south
south,detroit
detroit,lead
lead,canada
family,position
position,sea
sea,otter
otter,born
born,unable
unable,swim
family,position
position,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
family,position
position,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
family,position
position,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
family,position
position,chicken
chicken,closest
closest,relative
relative,rex
family,position
position,sloth
sloth,hold
hold,breath
breath,longer
longer,dolphin
family,position
position,raven
raven,always
always,aware
aware,someone
someone,watching
family,position
position,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
family,position
position,applying
applying,equal
equal,amount
amount,pressure
pressure,total
total,surface
surface,area
area,egg
egg,prevent
prevent,breaking
family,position
position,earth
earth,hold
hold,11
11,quintillion
quintillion,pound
pound,air
family,position
position,largest
largest,living
living,thing
thing,earth
earth,tree
family,position
position,giant
giant,tortoise
tortoise,believed
believed,extinct
extinct,found
found,galapagos
galapagos,island
family,position
position,china
china,world
world,largest
largest,silk
silk,producer
family,position
position,redwood
redwood,tallest
tallest,tree
family,reasoning
reasoning,fly
fly,individual
individual,jetpacks
jetpacks,2032
family,reasoning
reasoning,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
family,reasoning
reasoning,new
new,element
element,discovered
discovered,outside
outside,periodic
periodic,table
family,reasoning
reasoning,microorganism
microorganism,one
one,teaspoon
teaspoon,soil
soil,people
people,planet
family,reasoning
reasoning,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
family,reasoning
reasoning,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
family,reasoning
reasoning,582
582,million
million,entrepreneur
entrepreneur,world
family,reasoning
reasoning,productive
productive,work
work,day
day,week
week,tuesday
family,reasoning
reasoning,american
american,industrialist
industrialist,andrew
andrew,carnegie
carnegie,net
net,worth
worth,475
475,million
million,usd
usd,worth
worth,300
300,billion
billion,usd
usd,today
family,reasoning
reasoning,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
family,reasoning
reasoning,mobile
mobile,phone
phone,use
use,india
india,nearly
nearly,100
family,reasoning
reasoning,total
total,number
number,multinational
multinational,company
company,investing
investing,green
green,initiative
initiative,increased
increased,35
35,since
since,2020
family,reasoning
reasoning,car
car,horn
horn,honk
honk,key
key,f
family,reasoning
reasoning,average
average,british
british,driver
driver,spend
spend,around
around,99
99,day
day,life
life,stuck
stuck,traffic
family,reasoning
reasoning,average
average,car
car,contains
contains,30000
30000,unique
unique,part
family,reasoning
reasoning,car
car,radio
radio,first
first,introduced
introduced,1922
family,reasoning
reasoning,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
family,reasoning
reasoning,vinyl
vinyl,record
record,sale
sale,surpass
surpass,compact
compact,disc
disc,sale
family,reasoning
reasoning,voyager
voyager,spacecraft
spacecraft,carried
carried,recording
recording,chuck
chuck,berry
berry,johnny
johnny,b
b,goode
goode,solar
solar,system
family,reasoning
reasoning,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
family,reasoning
reasoning,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
family,reasoning
reasoning,90
90,world
world,data
data,generated
generated,2019
family,reasoning
reasoning,60
60,world
world,population
population,access
access,internet
family,reasoning
reasoning,singapore
singapore,fastest
fastest,internet
internet,connectivity
connectivity,world
family,reasoning
reasoning,almost
almost,1
1,16
16,billion
billion,website
website,200
200,million
million,active
family,reasoning
reasoning,american
american,basketball
basketball,legend
legend,wilt
wilt,chamberlain
chamberlain,never
never,fouled
fouled,game
family,reasoning
reasoning,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
family,reasoning
reasoning,london
london,england
england,world
world,oldest
oldest,subway
subway,system
family,reasoning
reasoning,city
city,largest
largest,bus
bus,network
network,world
world,jakarta
jakarta,indonesia
family,reasoning
reasoning,dog
dog,sense
sense,smell
smell,much
much,powerful
powerful,human
family,reasoning
reasoning,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
family,reasoning
reasoning,octopus
octopus,three
three,heart
family,reasoning
reasoning,shark
shark,glow
glow,dark
family,reasoning
reasoning,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
family,reasoning
reasoning,see
see,side
side,moon
family,reasoning
reasoning,would
would,take
take,258
258,earth
earth,day
day,drive
drive,around
around,one
one,saturn
saturn,ring
ring,speed
speed,75
75,mph
family,reasoning
reasoning,jupiter
jupiter,moon
family,reasoning
reasoning,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
family,reasoning
reasoning,5
5,dwarf
dwarf,planet
planet,recognized
recognized,solar
solar,system
family,reasoning
reasoning,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
family,reasoning
reasoning,might
might,huge
huge,planet
planet,solar
solar,system
family,reasoning
reasoning,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
family,reasoning
reasoning,world
world,championship
championship,throwing
throwing,mobile
mobile,phone
family,reasoning
reasoning,canned
canned,pumpkin
pumpkin,contain
contain,actual
actual,pumpkin
family,reasoning
reasoning,evidence
evidence,seymour
seymour,island
island,suggest
suggest,penguin
penguin,6
6,ft
ft,tall
family,reasoning
reasoning,chihuahua
chihuahua,largest
largest,brain
brain,among
among,dog
family,reasoning
reasoning,scottish
scottish,first
first,people
people,fry
fry,chicken
family,reasoning
reasoning,typing
typing,keyboard
keyboard,previously
previously,arranged
arranged,alphabetically
family,reasoning
reasoning,antarctica
antarctica,continent
continent,without
without,reptile
reptile,snake
family,reasoning
reasoning,brain
brain,fattiest
fattiest,organ
organ,body
family,reasoning
reasoning,australia
australia,number
number,beach
beach,world
family,reasoning
reasoning,full
full,jumbo
jumbo,jet
jet,tank
tank,enough
enough,fuel
fuel,drive
drive,car
car,around
around,world
world,four
four,time
family,reasoning
reasoning,j
j,letter
letter,appear
appear,periodic
periodic,table
table,element
family,reasoning
reasoning,may
may,22nd
22nd,least
least,common
common,birth
birth,date
family,reasoning
reasoning,million
million,tree
tree,estimated
estimated,planted
planted,squirrel
squirrel,forgot
forgot,buried
buried,nut
family,reasoning
reasoning,population
population,united
united,state
state,increase
increase,one
one,person
person,every
every,12
12,second
family,reasoning
reasoning,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
family,reasoning
reasoning,sweden
sweden,island
island,country
family,reasoning
reasoning,new
new,zealander
zealander,pet
pet,per
per,household
household,country
family,reasoning
reasoning,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
family,reasoning
reasoning,q
q,letter
letter,appear
appear,u
u,state
state,name
family,reasoning
reasoning,armadillo
armadillo,bulletproof
bulletproof,shell
family,reasoning
reasoning,blue
blue,whale
whale,eat
eat,500
500,000
000,calorie
calorie,1
1,mouthful
mouthful,average
family,reasoning
reasoning,bee
bee,fly
fly,higher
higher,mount
mount,everest
family,reasoning
reasoning,eiffel
eiffel,tower
tower,get
get,taller
taller,summer
family,reasoning
reasoning,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
family,reasoning
reasoning,largest
largest,pair
pair,eye
eye,world
world,belongs
belongs,giant
giant,squid
family,reasoning
reasoning,continental
continental,tectonic
tectonic,plate
plate,move
move,rate
rate,fingernail
fingernail,grow
family,reasoning
reasoning,melting
melting,glacier
glacier,make
make,fizzy
fizzy,noise
family,reasoning
reasoning,bottled
bottled,water
water,expiration
expiration,date
family,reasoning
reasoning,losing
losing,weight
weight,alters
alters,brain
brain,activity
family,reasoning
reasoning,driving
driving,south
south,detroit
detroit,lead
lead,canada
family,reasoning
reasoning,people
people,speak
speak,english
english,second
second,language
language,use
use,primary
primary,language
family,reasoning
reasoning,triskaidekaphobia
triskaidekaphobia,fear
fear,number
number,13
family,reasoning
reasoning,sea
sea,otter
otter,born
born,unable
unable,swim
family,reasoning
reasoning,opposite
opposite,side
side,dice
dice,always
always,equal
equal,7
family,reasoning
reasoning,cat
cat,taste
taste,sweet
sweet,flavor
family,reasoning
reasoning,fingernail
fingernail,dominant
dominant,hand
hand,grow
grow,faster
family,reasoning
reasoning,frigate
frigate,bird
bird,sleep
sleep,flying
family,reasoning
reasoning,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
family,reasoning
reasoning,man
man,set
set,record
record,putting
putting,260
260,shirt
family,reasoning
reasoning,average
average,american
american,spends
spends,time
time,totalling
totalling,2
2,5
5,day
day,annually
annually,looking
looking,lost
lost,item
family,reasoning
reasoning,chicken
chicken,closest
closest,relative
relative,rex
family,reasoning
reasoning,baby
baby,spider
spider,called
called,spiderlings
family,reasoning
reasoning,roar
roar,lion
lion,heard
heard,5
5,mile
mile,away
family,reasoning
reasoning,violin
violin,bow
bow,made
made,horsehair
family,reasoning
reasoning,mouse
mouse,typically
typically,live
live,6
6,month
month,wild
family,reasoning
reasoning,12
12,plant
plant,5
5,animal
animal,make
make,75
75,diet
diet,around
around,world
family,reasoning
reasoning,human
human,brain
brain,us
us,20
20,body
body,oxygen
family,reasoning
reasoning,applying
applying,equal
equal,amount
amount,pressure
pressure,total
total,surface
surface,area
area,egg
egg,prevent
prevent,breaking
family,reasoning
reasoning,earth
earth,hold
hold,11
11,quintillion
quintillion,pound
pound,air
family,reasoning
reasoning,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
family,reasoning
reasoning,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
family,reasoning
reasoning,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
family,reasoning
reasoning,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
family,reasoning
reasoning,pineapple
pineapple,plant
plant,produce
produce,one
one,pineapple
pineapple,year
family,belief
belief,human
human,live
live,mar
mar,2035
family,belief
belief,fly
fly,individual
individual,jetpacks
jetpacks,2032
family,belief
belief,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
family,belief
belief,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
family,belief
belief,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
family,belief
belief,582
582,million
million,entrepreneur
entrepreneur,world
family,belief
belief,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
family,belief
belief,90
90,good
good,shipped
shipped,ocean
ocean,freight
family,belief
belief,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
family,belief
belief,gross
gross,domestic
domestic,product
product,gdp
gdp,best
best,financial
financial,indicator
indicator,country
country,overall
overall,trade
trade,potential
family,belief
belief,total
total,number
number,multinational
multinational,company
company,investing
investing,green
green,initiative
initiative,increased
increased,35
35,since
since,2020
family,belief
belief,1
1,billion
billion,car
car,currently
currently,use
use,around
around,world
family,belief
belief,first
first,electric
electric,vehicle
vehicle,created
created,1832
family,belief
belief,car
car,radio
radio,first
first,introduced
introduced,1922
family,belief
belief,oldest
oldest,playable
playable,musical
musical,instrument
instrument,found
found,china
family,belief
belief,earliest
earliest,playable
playable,recording
recording,person
person,singing
singing,recorded
recorded,1860
family,belief
belief,band
band,metallica
metallica,first
first,group
group,play
play,seven
seven,continent
family,belief
belief,violin
violin,constructed
constructed,70
70,individual
individual,wooden
wooden,piece
family,belief
belief,best
best,selling
selling,single
single,time
time,white
white,christmas
christmas,bing
bing,crosby
family,belief
belief,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
family,belief
belief,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
family,belief
belief,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
family,belief
belief,singapore
singapore,fastest
fastest,internet
internet,connectivity
connectivity,world
family,belief
belief,average
average,user
user,spends
spends,40
40,day
day,internet
family,belief
belief,average
average,user
user,check
check,mobile
mobile,phone
phone,around
around,150
150,time
time,day
family,belief
belief,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
family,belief
belief,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
family,belief
belief,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
family,belief
belief,kite
kite,flying
flying,professional
professional,sport
sport,thailand
family,belief
belief,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
family,belief
belief,india
india,train
train,transport
transport,roughly
roughly,23
23,million
million,passenger
passenger,day
family,belief
belief,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
family,belief
belief,busiest
busiest,airport
airport,world
world,united
united,state
family,belief
belief,one
one,third
third,world
world,airport
airport,located
located,u
family,belief
belief,common
common,garden
garden,snail
snail,12
12,000
000,teeth
family,belief
belief,octopus
octopus,three
three,heart
family,belief
belief,hummingbird
hummingbird,bird
bird,fly
fly,backwards
family,belief
belief,mercury
mercury,venus
venus,2
2,planet
planet,solar
solar,system
system,moon
family,belief
belief,see
see,side
side,moon
family,belief
belief,chinese
chinese,began
began,document
document,halley
halley,comet
comet,240
240,b
b,c
family,belief
belief,neptune
neptune,radiates
radiates,heat
heat,get
get,sun
family,belief
belief,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
family,belief
belief,sun
sun,take
take,one
one,earth
earth,month
month,make
make,full
full,rotation
family,belief
belief,neptune
neptune,wind
wind,fastest
fastest,solar
solar,system
family,belief
belief,moon
moon,crater
crater,might
might,coldest
coldest,place
place,solar
solar,system
family,belief
belief,mar
mar,running
running,water
family,belief
belief,marie
marie,curie
curie,person
person,two
two,nobel
nobel,prize
prize,different
different,science
family,belief
belief,take
take,average
average,364
364,lick
lick,get
get,center
center,lollipop
family,belief
belief,bent
bent,joint
joint,leg
leg,flamingo
flamingo,ankle
family,belief
belief,illegal
illegal,waste
waste,food
food,french
french,supermarket
family,belief
belief,double
double,rainbow
rainbow,mirror
mirror,image
image,first
first,rainbow
family,belief
belief,take
take,restaurant
restaurant,found
found,remains
remains,pompeii
family,belief
belief,captive
captive,raven
raven,speak
speak,better
better,parrot
family,belief
belief,chihuahua
chihuahua,largest
largest,brain
brain,among
among,dog
family,belief
belief,elephant
elephant,console
console,stressful
stressful,situation
family,belief
belief,people
people,born
born,2
2,natural
natural,fear
fear,fear
fear,falling
falling,fear
fear,loud
loud,sound
family,belief
belief,baked
baked,bean
bean,actually
actually,baked
family,belief
belief,antarctica
antarctica,continent
continent,without
without,reptile
reptile,snake
family,belief
belief,insect
insect,attracted
attracted,light
light,moon
family,belief
belief,birth
birth,baby
baby,panda
panda,smaller
smaller,mouse
family,belief
belief,penguin
penguin,jump
jump,high
high,9
9,foot
foot,air
family,belief
belief,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
family,belief
belief,tallest
tallest,tower
tower,cupcake
cupcake,ever
ever,made
made,35
35,foot
family,belief
belief,canary
canary,island
island,named
named,type
type,dog
dog,bird
family,belief
belief,24
24,time
time,zone
zone,around
around,world
family,belief
belief,sweden
sweden,island
island,country
family,belief
belief,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
family,belief
belief,sense
sense,smell
smell,taste
taste,decrease
decrease,20
20,50
50,airplane
airplane,flight
family,belief
belief,neptune
neptune,first
first,planet
planet,discovered
discovered,seen
seen,telescope
family,belief
belief,blue
blue,whale
whale,eat
eat,500
500,000
000,calorie
calorie,1
1,mouthful
mouthful,average
family,belief
belief,human
human,ear
ear,nose
nose,never
never,stop
stop,growing
family,belief
belief,espresso
espresso,maker
maker,sent
sent,space
family,belief
belief,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
family,belief
belief,french
french,scrabble
scrabble,world
world,champion
champion,winner
winner,speak
speak,french
family,belief
belief,one
one,armed
armed,player
player,scored
scored,winning
winning,goal
goal,first
first,soccer
soccer,tournament
tournament,world
world,cup
cup,1930
family,belief
belief,physically
physically,impossible
impossible,human
human,keep
keep,eye
eye,open
open,sneezing
family,belief
belief,eye
eye,ostrich
ostrich,bigger
bigger,brain
family,belief
belief,x
x,ray
ray,distinguish
distinguish,real
real,diamond
diamond,fake
fake,one
family,belief
belief,buttermilk
buttermilk,contain
contain,butter
family,belief
belief,child
child,born
born,le
le,frequently
frequently,saturday
family,belief
belief,child
child,world
world,born
born,thursday
family,belief
belief,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
family,belief
belief,one
one,strand
strand,hair
hair,hold
hold,3
3,ounce
ounce,weight
family,belief
belief,leech
leech,historically
historically,used
used,predict
predict,weather
family,belief
belief,successful
successful,predator
predator,wild
wild,dog
family,belief
belief,losing
losing,weight
weight,alters
alters,brain
brain,activity
family,belief
belief,banana
banana,get
get,curved
curved,shape
shape,growing
growing,towards
towards,sun
family,belief
belief,playing
playing,dance
dance,music
music,help
help,ward
ward,mosquito
family,belief
belief,chicken
chicken,closest
closest,relative
relative,rex
family,belief
belief,baby
baby,spider
spider,called
called,spiderlings
family,belief
belief,roar
roar,lion
lion,heard
heard,5
5,mile
mile,away
family,belief
belief,flossing
flossing,teeth
teeth,improves
improves,memory
family,belief
belief,largest
largest,prime
prime,number
number,17
17,425
425,170
170,digit
family,belief
belief,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
family,belief
belief,lemur
lemur,previously
previously,size
size,gorilla
family,belief
belief,queen
queen,ant
ant,colony
colony,live
live,around
around,30
30,year
family,belief
belief,lightning
lightning,strike
strike,somewhere
somewhere,earth
earth,100
100,time
time,every
every,second
family,belief
belief,town
town,calama
calama,chile
chile,never
never,experienced
experienced,rain
family,belief
belief,every
every,three
three,second
second,birth
birth,taking
taking,place
place,somewhere
somewhere,world
family,belief
belief,longest
longest,recorded
recorded,tennis
tennis,match
match,lasted
lasted,11
11,hour
family,hypothesis
hypothesis,human
human,live
live,mar
mar,2035
family,hypothesis
hypothesis,7100
7100,island
island,philippine
family,hypothesis
hypothesis,yellowstone
yellowstone,national
national,park
park,home
home,supervolcano
family,hypothesis
hypothesis,largest
largest,rock
rock,earth
earth,australia
family,hypothesis
hypothesis,582
582,million
million,entrepreneur
entrepreneur,world
family,hypothesis
hypothesis,seventy
seventy,percent
percent,small
small,business
business,owned
owned,operated
operated,single
single,person
family,hypothesis
hypothesis,average
average,british
british,driver
driver,spend
spend,around
around,99
99,day
day,life
life,stuck
stuck,traffic
family,hypothesis
hypothesis,first
first,electric
electric,vehicle
vehicle,created
created,1832
family,hypothesis
hypothesis,car
car,radio
radio,first
first,introduced
introduced,1922
family,hypothesis
hypothesis,average
average,car
car,100
100,mile
mile,code
code,vehicle
vehicle,internal
internal,computer
family,hypothesis
hypothesis,90
90,driver
driver,admit
admit,singing
singing,car
family,hypothesis
hypothesis,elvis
elvis,presley
presley,sold
sold,record
record,music
music,band
band,beatles
family,hypothesis
hypothesis,origin
origin,banjo
banjo,instrument
instrument,begin
begin,africa
family,hypothesis
hypothesis,musical
musical,artist
artist,prince
prince,played
played,27
27,different
different,instrument
instrument,debut
debut,album
family,hypothesis
hypothesis,half
half,world
world,population
population,access
access,web
web,via
via,mobile
mobile,device
family,hypothesis
hypothesis,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
family,hypothesis
hypothesis,average
average,user
user,spends
spends,40
40,day
day,internet
family,hypothesis
hypothesis,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
family,hypothesis
hypothesis,cannonball
cannonball,first
first,object
object,thrown
thrown,international
international,shot
shot,put
put,event
event,early
early,1900s
family,hypothesis
hypothesis,kite
kite,flying
flying,professional
professional,sport
sport,thailand
family,hypothesis
hypothesis,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
family,hypothesis
hypothesis,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
family,hypothesis
hypothesis,first
first,cruise
cruise,ship
ship,set
set,sail
sail,1900
family,hypothesis
hypothesis,shark
shark,glow
glow,dark
family,hypothesis
hypothesis,ant
ant,lift
lift,20
20,time
time,body
body,weight
family,hypothesis
hypothesis,hottest
hottest,planet
planet,solar
solar,system
system,venus
family,hypothesis
hypothesis,would
would,take
take,258
